cloudlet_id,mote_id,arrival_time_iso,epoch,temperature_C,humidity_percent,light_lux,voltage_V,cloudlet_length_MI,file_size_bytes,output_size_bytes,cores_required,priority
145,20,2004-03-25T14:33:36,1080225216,22.18,51.34,296.44,2.754,1362,674,184,2,2
146,50,2004-03-04T16:27:14,1078417634,23.4,40.42,358.37,2.715,1253,1082,487,2,2
147,31,2004-03-21T13:11:00,1079874660,18.1,34.8,566.02,2.645,1167,352,555,2,1
148,23,2004-02-29T14:39:42,1078065582,26.17,45.59,109.4,2.843,1262,474,487,2,3
149,13,2004-03-16T14:31:41,1079447501,20.54,57.24,53.88,2.662,1296,496,313,2,2
150,17,2004-03-12T23:15:14,1079133314,21.61,54.91,386.45,2.637,1449,335,556,4,1
151,4,2004-03-01T03:07:44,1078110464,29.46,42.59,68.58,2.708,1262,934,516,2,2
152,14,2004-03-01T11:27:00,1078140420,21.34,44.28,671.1,2.757,1427,1122,408,4,2
153,20,2004-04-04T07:18:49,1081063129,24.22,34.17,518.37,2.74,1256,461,512,2,2
154,13,2004-03-30T11:37:26,1080646646,23.54,58.81,66.14,2.746,1386,611,156,2,2
155,3,2004-03-21T20:03:10,1079899390,18.0,64.38,308.43,2.795,1480,522,505,4,2
156,26,2004-03-09T09:17:01,1078823821,19.0,50.27,29.18,2.724,1149,812,209,2,2
157,26,2004-03-30T09:27:02,1080638822,28.11,25.37,659.72,2.808,1273,746,328,2,3
158,18,2004-03-18T14:41:30,1079620890,23.74,53.08,302.04,2.74,1422,855,433,4,2
159,32,2004-03-12T12:22:32,1079094152,21.95,64.85,36.7,2.694,1430,260,273,4,2
160,14,2004-04-02T21:27:42,1080941262,20.39,31.58,312.92,2.665,1038,740,342,1,2
161,47,2004-03-25T19:22:01,1080242521,22.96,55.15,187.32,2.811,1380,280,428,2,3
162,3,2004-02-29T10:00:09,1078048809,23.25,42.74,395.46,2.753,1304,639,282,2,2
163,1,2004-03-22T08:11:56,1079943116,22.68,59.93,636.9,2.674,1671,755,463,4,2
164,26,2004-03-26T04:59:30,1080277170,25.21,31.11,194.99,2.666,1068,219,320,1,2
165,24,2004-03-07T21:46:38,1078695998,19.4,39.8,237.58,2.618,1104,1102,229,1,1
166,49,2004-03-11T17:09:51,1079024991,19.0,26.18,99.4,2.836,822,316,483,1,3
167,35,2004-04-01T05:13:10,1080796390,25.13,49.07,11.43,2.739,1244,568,499,2,2
168,14,2004-04-05T19:43:44,1081194224,28.34,51.64,554.72,2.818,1619,1030,281,4,3
169,3,2004-04-05T16:33:35,1081182815,24.53,49.13,203.8,2.869,1329,919,383,2,3
170,13,2004-03-09T02:52:51,1078800771,25.89,38.81,907.88,2.85,1554,452,357,4,3
171,47,2004-03-15T21:32:13,1079386333,21.78,39.73,411.02,2.668,1237,935,407,2,2
172,50,2004-03-31T18:54:28,1080759268,22.8,41.07,104.22,2.933,1124,395,466,2,3
173,14,2004-03-12T08:40:54,1079080854,22.76,55.62,928.99,2.762,1754,636,249,4,2
174,21,2004-03-10T06:25:48,1078899948,21.83,27.57,192.67,2.608,947,982,460,1,1
175,26,2004-04-01T05:20:42,1080796842,26.23,40.91,120.72,2.721,1199,933,499,2,2
176,3,2004-03-13T01:04:35,1079139875,25.35,27.33,288.03,2.709,1061,1087,534,1,2
177,51,2004-03-22T09:38:20,1079948300,20.8,40.09,330.06,2.735,1182,224,387,2,2
178,40,2004-03-10T13:33:58,1078925638,17.06,44.83,50.29,2.725,1039,426,180,1,2
179,4,2004-04-02T05:57:14,1080885434,21.81,70.21,239.17,2.751,1609,747,517,4,2
180,36,2004-03-21T07:40:34,1079854834,18.54,36.99,636.08,2.645,1244,647,481,2,1
181,51,2004-03-03T09:33:09,1078306389,22.07,57.32,640.32,2.726,1621,1031,446,4,2
182,43,2004-03-28T01:57:47,1080439067,18.77,24.48,783.01,2.667,1134,353,171,2,2
183,1,2004-02-28T12:06:25,1077969985,25.77,45.48,24.66,2.717,1210,608,334,2,2
184,40,2004-03-15T10:25:45,1079346345,24.05,45.45,324.09,2.687,1325,607,297,2,2
185,47,2004-03-24T00:19:56,1080087596,23.98,53.94,372.16,2.668,1475,826,423,4,2
186,33,2004-04-03T09:13:33,1080983613,25.22,38.45,312.02,2.761,1237,504,166,2,2
187,7,2004-03-28T09:24:08,1080465848,23.17,35.58,142.78,2.741,1069,292,486,1,2
188,53,2004-02-29T06:25:56,1078035956,23.64,20.04,401.55,2.735,974,984,240,1,2
189,52,2004-03-17T05:39:17,1079501957,26.3,48.97,189.98,2.665,1356,584,496,2,2
190,52,2004-03-22T20:31:23,1079987483,21.6,37.3,29.14,2.747,1006,384,529,1,2
191,11,2004-04-01T03:45:47,1080791147,23.82,57.31,346.75,2.698,1509,953,271,4,2
192,27,2004-03-01T07:37:15,1078126635,18.84,51.14,597.75,2.668,1443,1031,180,4,2
193,14,2004-03-23T13:44:51,1080049491,22.24,59.23,292.28,2.781,1479,454,470,4,2
194,22,2004-03-22T06:03:41,1079935421,28.78,34.52,415.14,2.766,1301,600,397,2,2
195,16,2004-03-12T21:44:42,1079127882,24.44,47.45,592.15,2.46,1497,764,562,4,1
196,46,2004-03-05T06:38:55,1078468735,21.74,47.28,152.93,2.529,1220,422,293,2,1
197,12,2004-02-28T21:02:46,1078002166,22.79,39.05,123.65,2.826,1103,1048,318,1,3
198,49,2004-03-28T00:07:55,1080432475,21.94,59.76,306.14,2.6,1488,934,352,4,1
199,46,2004-03-29T20:28:22,1080592102,22.7,54.38,310.18,2.595,1425,517,562,4,1
200,10,2004-03-27T18:06:53,1080410813,20.8,69.37,32.85,2.689,1473,799,173,4,2
201,24,2004-04-01T15:36:00,1080833760,23.48,53.34,448.77,2.721,1494,865,536,4,2
202,46,2004-03-31T04:56:32,1080708992,23.59,67.43,221.58,2.661,1594,354,440,4,2
203,18,2004-03-18T16:34:00,1079627640,22.02,67.15,236.83,2.456,1566,320,549,4,1
204,22,2004-03-10T09:25:46,1078910746,22.42,39.1,76.88,2.712,1073,535,293,1,2
205,9,2004-03-16T09:32:45,1079429565,23.02,27.37,133.47,2.844,938,488,450,1,3
206,17,2004-03-24T20:50:00,1080161400,20.42,65.24,234.22,2.59,1504,972,442,4,1
207,38,2004-03-30T09:57:07,1080640627,23.46,53.33,58.92,2.832,1298,396,558,2,3
208,40,2004-02-29T11:32:28,1078054348,24.34,51.26,333.14,2.678,1422,469,171,4,2
209,13,2004-03-17T20:11:20,1079554280,26.39,39.62,9.33,2.843,1127,821,447,2,3
210,50,2004-03-03T15:51:30,1078329090,22.96,49.77,417.53,2.75,1414,1062,542,4,2
211,37,2004-03-04T18:37:26,1078425446,20.33,57.2,238.77,2.656,1384,719,374,2,2
212,6,2004-03-28T11:53:41,1080474821,21.69,52.9,496.56,2.75,1476,653,359,4,2
213,21,2004-02-28T06:05:59,1077948359,18.57,37.63,454.01,2.805,1163,664,336,2,3
214,51,2004-03-19T19:39:52,1079725192,24.18,63.51,300.98,2.583,1587,677,337,4,1
215,36,2004-03-21T14:48:29,1079880509,15.82,46.5,19.4,2.709,1024,257,187,1,2
216,7,2004-03-20T06:45:56,1079765156,25.07,53.15,424.89,2.783,1511,977,208,4,2
217,36,2004-03-01T15:29:36,1078154976,25.44,55.09,367.57,2.673,1519,1082,434,4,2
218,25,2004-04-04T00:39:14,1081039154,13.21,70.58,365.96,2.595,1506,598,160,4,1
219,11,2004-04-02T20:27:23,1080937643,25.83,49.97,516.9,2.864,1525,466,528,4,3
220,44,2004-03-25T04:36:30,1080189390,25.08,44.37,599.84,2.556,1467,932,401,4,1
221,14,2004-03-15T00:30:50,1079310650,21.13,67.96,305.11,2.675,1595,601,203,4,2
222,45,2004-02-28T16:58:07,1077987487,18.42,58.3,91.64,2.694,1289,397,174,2,2
223,29,2004-03-10T17:29:03,1078939743,19.49,48.67,411.88,2.868,1326,578,116,2,3
224,10,2004-03-23T02:24:23,1080008663,19.72,47.92,452.08,2.522,1339,847,246,2,1
225,50,2004-03-24T15:26:43,1080142003,25.95,21.48,739.59,2.699,1211,951,285,2,2
226,48,2004-03-16T07:36:16,1079422576,20.65,43.95,663.53,2.649,1404,902,202,2,1
227,5,2004-03-20T19:53:33,1079812413,24.72,28.17,560.35,2.648,1197,1073,179,2,1
228,8,2004-03-04T02:09:52,1078366192,21.63,12.96,74.41,2.825,664,762,257,1,3
229,46,2004-02-28T10:55:53,1077965753,22.17,37.85,472.56,2.622,1247,550,468,2,1
230,5,2004-03-25T12:10:27,1080216627,17.29,28.42,812.49,2.599,1178,557,380,2,1
231,24,2004-02-28T18:08:38,1077991718,18.56,40.74,668.3,2.606,1316,659,350,2,1
232,40,2004-03-07T20:35:13,1078691713,25.88,48.7,331.45,2.713,1414,615,385,4,2
233,26,2004-03-16T17:21:06,1079457666,21.53,51.11,652.86,2.698,1524,975,571,4,2
234,6,2004-03-03T19:48:00,1078343280,22.9,43.69,286.04,2.679,1256,600,403,2,2
235,16,2004-03-30T02:50:12,1080615012,27.42,29.53,289.52,2.657,1136,244,527,2,2
236,36,2004-03-31T20:22:08,1080764528,21.62,43.55,152.5,2.814,1162,894,336,2,3
237,12,2004-04-01T07:33:11,1080804791,21.45,32.21,195.92,2.542,1010,638,396,1,1
238,11,2004-04-05T11:43:12,1081165392,25.62,61.84,506.64,2.797,1693,824,432,4,2
239,3,2004-03-07T22:05:46,1078697146,22.04,43.23,190.59,2.588,1184,281,307,2,1
240,44,2004-03-08T09:52:48,1078739568,22.96,31.33,264.31,2.786,1061,915,303,1,2
241,37,2004-03-01T14:34:41,1078151681,24.99,32.39,374.24,2.765,1173,973,553,2,2
242,6,2004-04-04T02:01:37,1081044097,22.0,45.08,47.64,2.75,1140,807,327,2,2
243,19,2004-04-02T16:09:25,1080922165,24.36,45.7,485.58,2.693,1416,630,560,4,2
244,18,2004-03-15T05:06:44,1079327204,21.65,42.68,177.07,2.666,1162,991,257,2,2
245,16,2004-03-16T03:13:35,1079406815,24.94,56.93,189.11,2.715,1447,1129,286,4,2
246,23,2004-03-02T02:52:16,1078195936,23.26,33.46,731.7,2.79,1333,810,236,2,2
247,43,2004-03-26T22:49:36,1080341376,21.32,57.04,267.56,2.675,1416,536,405,4,2
248,37,2004-03-14T02:46:42,1079232402,22.22,43.87,57.87,2.659,1131,1090,394,2,2
249,9,2004-03-01T01:23:09,1078104189,14.67,55.35,114.58,2.697,1181,853,219,2,2
250,3,2004-03-17T01:48:49,1079488129,25.58,37.49,9.34,2.679,1079,376,471,1,2
251,8,2004-03-31T20:46:44,1080766004,18.24,54.34,9.8,2.687,1185,1105,130,2,2
252,38,2004-03-08T16:34:51,1078763691,18.79,35.32,154.4,2.832,983,402,268,1,3
253,4,2004-03-24T17:26:49,1080149209,20.69,64.77,368.58,2.638,1570,1126,271,4,1
254,12,2004-03-13T20:35:43,1079210143,16.62,44.04,670.71,2.801,1328,687,555,2,3
255,44,2004-03-06T21:21:09,1078608069,23.4,39.83,269.02,2.774,1200,821,176,2,2
256,31,2004-03-11T22:50:43,1079045443,23.08,30.92,84.19,2.585,967,385,527,1,1
257,25,2004-03-24T13:01:43,1080133303,20.54,47.02,125.73,2.643,1179,674,380,2,1
258,53,2004-03-15T13:07:06,1079356026,19.97,43.22,506.53,2.696,1301,686,362,2,2
259,16,2004-04-01T16:02:06,1080835326,19.92,28.96,349.65,2.695,1008,846,174,1,2
260,42,2004-03-19T03:38:13,1079667493,23.84,36.16,155.89,2.657,1097,209,376,1,2
261,54,2004-03-28T14:37:11,1080484631,17.22,21.55,10.52,2.781,673,263,307,1,2
262,14,2004-03-27T12:53:24,1080392004,20.77,31.44,225.28,2.716,1000,242,470,1,2
263,13,2004-03-22T08:36:03,1079944563,17.41,43.52,152.31,2.706,1077,1087,210,1,2
264,41,2004-02-29T05:28:01,1078032481,24.31,49.24,39.37,2.804,1244,236,461,2,3
265,7,2004-04-03T15:39:49,1081006789,20.99,41.11,147.96,2.642,1111,349,319,1,1
266,12,2004-03-18T05:38:29,1079588309,23.64,50.66,289.4,2.654,1377,731,347,2,2
267,37,2004-03-29T17:48:58,1080582538,25.75,33.5,320.57,2.669,1178,456,497,2,2
268,50,2004-02-29T06:34:38,1078036478,25.8,50.33,217.63,2.588,1380,714,551,2,1
269,4,2004-03-21T04:07:11,1079842031,18.93,44.07,481.62,2.698,1281,723,386,2,2
270,2,2004-03-23T12:50:23,1080046223,22.93,42.53,340.28,2.75,1267,476,176,2,2
271,35,2004-03-15T23:29:36,1079393376,25.36,44.96,100.58,2.599,1232,333,187,2,1
272,44,2004-03-15T06:01:44,1079330504,24.09,37.81,103.51,2.616,1101,1012,210,1,1
273,3,2004-03-22T05:49:47,1079934587,24.39,26.59,163.2,2.703,968,745,372,1,2
274,4,2004-03-18T04:51:06,1079585466,16.65,32.46,157.92,2.727,899,405,540,1,2
275,38,2004-03-23T20:53:35,1080075215,24.04,28.06,32.45,2.68,918,813,368,1,2
276,12,2004-04-04T14:10:36,1081087836,19.62,42.27,40.46,2.669,1047,307,518,1,2
277,19,2004-03-02T14:39:15,1078238355,23.99,53.19,475.64,2.808,1516,935,382,4,3
278,10,2004-04-05T23:00:11,1081206011,23.93,62.8,91.42,2.653,1466,808,185,4,2
279,1,2004-03-24T13:48:19,1080136099,23.77,39.47,116.88,2.821,1126,738,213,2,3
280,17,2004-03-09T12:58:01,1078837081,21.67,43.07,580.14,2.655,1369,1062,206,2,2
281,16,2004-03-17T14:33:38,1079534018,25.95,67.59,183.24,2.741,1624,839,409,4,2
